mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,28,Normandie,3430.0,2021-09-30,0.0,2019-03-31,3430.0,,1572.0,118.0,2021-06-30,9687.0,35.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,28,Normandie,74.0,2021-12-31,36.0,2019-03-31,38.0,106.0,,,,90.0,70.0,2022-12-31,%
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,75,Nouvelle-Aquitaine,845.0,2021-09-30,752.0,2017-09-30,93.0,12.0,810.0,4.0,2020-09-30,861.0,85.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,75,Nouvelle-Aquitaine,29.0,2021-09-30,13.0,2017-09-30,16.0,123.0,21.0,38.0,2020-09-30,39.0,62.0,2022-09-30,classes
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,75,Nouvelle-Aquitaine,12178.0,2021-12-31,11290.0,2017-12-31,888.0,8.0,12091.0,1.0,2020-12-31,17728.0,14.0,2021-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,75,Nouvelle-Aquitaine,918.0,2021-11-30,0.0,2020-10-31,918.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,75,Nouvelle-Aquitaine,11926.0,2021-12-31,0.0,2020-09-30,11926.0,,2614.0,356.0,2021-04-30,9613.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,75,Nouvelle-Aquitaine,2666.0,2021-12-31,0.0,2020-09-30,2666.0,,1068.0,150.0,2021-04-30,2754.0,97.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,75,Nouvelle-Aquitaine,48995.0,2021-09-30,26512.0,2017-12-31,22483.0,85.0,44776.0,9.0,2020-12-31,44418.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,75,Nouvelle-Aquitaine,185786.0,2021-07-31,170610.0,2019-07-31,15176.0,9.0,158082.0,18.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,75,Nouvelle-Aquitaine,15054.0,2021-09-30,12426.0,2017-01-31,2628.0,21.0,12870.0,17.0,2021-02-28,20905.0,31.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,75,Nouvelle-Aquitaine,2266100.0,2021-12-31,0.0,2017-12-31,2266100.0,,,,,2835492.0,80.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,75,Nouvelle-Aquitaine,7112.0,2021-09-30,5548.0,2017-12-31,1564.0,28.0,6768.0,5.0,2020-09-30,7424.0,83.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,75,Nouvelle-Aquitaine,140736.0,2021-12-31,0.0,2018-01-31,140736.0,,94678.0,49.0,2020-09-30,134372.0,100.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,75,Nouvelle-Aquitaine,4798.0,2021-11-30,3084.0,2019-09-30,1714.0,56.0,,,,8958.0,29.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,75,Nouvelle-Aquitaine,3660000.0,2021-06-30,2050000.0,2017-06-30,1610000.0,79.0,2920000.0,25.0,2020-06-30,5900000.0,42.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,75,Nouvelle-Aquitaine,8.4,2020-12-31,5.5,2017-12-31,3.0,53.0,7.4,14.0,2019-12-31,15.0,31.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,75,Nouvelle-Aquitaine,11742.0,2020-12-31,5614.0,2017-12-31,6128.0,109.0,,,,13263.0,80.0,2022-12-31,agriculteurs
Sécuriser le paiement des aides PAC,Taux de bénéficiaires payés dans les délais prévus,taux-paiement-dpb,75,Nouvelle-Aquitaine,99.22,2021-12-31,0.0,2017-12-31,99.0,,,,,99.0,100.0,2022-12-31,%
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,75,Nouvelle-Aquitaine,6403216.0,2021-10-31,5806893.0,2017-12-31,596323.0,10.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,75,Nouvelle-Aquitaine,947.0,2021-11-30,859.0,2017-11-30,88.0,10.0,,,,,,,atteintes aux personnes entre janvier et novembre
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,75,Nouvelle-Aquitaine,3505.0,2021-11-30,3927.0,2017-11-30,-422.0,-11.0,,,,,,,atteintes aux biens entre janvier et novembre
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,75,Nouvelle-Aquitaine,4650.0,2021-11-30,0.0,2020-05-31,4650.0,,1383.0,236.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,75,Nouvelle-Aquitaine,280.0,2020-12-31,113.0,2017-12-31,167.0,148.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,75,Nouvelle-Aquitaine,55.0,2020-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,75,Nouvelle-Aquitaine,298.0,2020-12-31,362.0,2017-12-31,-64.0,-18.0,361.0,-17.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,75,Nouvelle-Aquitaine,10.0,2021-09-30,10.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,75,Nouvelle-Aquitaine,2770.0,2021-11-30,2635.0,2021-03-31,135.0,5.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,75,Nouvelle-Aquitaine,5824.0,2021-12-31,0.0,2020-09-30,5824.0,,858.0,579.0,2021-03-31,20339.0,29.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,75,Nouvelle-Aquitaine,36.76,2021-09-30,0.0,2018-12-31,37.0,,11.91,209.0,2020-09-30,40.0,92.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,75,Nouvelle-Aquitaine,59.94,2021-09-30,0.0,2019-03-31,60.0,,59.16,1.0,2020-09-30,45.0,100.0,2022-12-31,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,75,Nouvelle-Aquitaine,15.26,2021-09-30,0.0,2019-12-31,15.0,,14.46,6.0,2020-09-30,20.0,76.0,2022-12-31,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,75,Nouvelle-Aquitaine,213.0,2021-06-30,128.0,2017-06-30,85.0,66.0,190.0,12.0,2020-06-30,237.0,78.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,75,Nouvelle-Aquitaine,23.0,2021-06-30,10.0,2017-12-31,13.0,130.0,,,,53.0,30.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,75,Nouvelle-Aquitaine,22440.0,2020-12-31,22598.0,2018-12-31,-158.0,-1.0,16609.0,35.0,2020-09-30,26769.0,0.0,2022-12-31,pères / conjoints dans l'année
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,75,Nouvelle-Aquitaine,78474.0,2021-11-30,0.0,2019-12-31,78474.0,,28058.0,180.0,2021-03-31,87321.0,90.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,75,Nouvelle-Aquitaine,3445.0,2020-12-31,3093.0,2017-12-31,352.0,11.0,3806.0,-9.0,2019-12-31,4158.0,33.0,2022-12-31,personnes dans l'année*
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,75,Nouvelle-Aquitaine,55.0,2021-09-30,18.0,2017-12-31,37.0,206.0,39.0,41.0,2020-09-30,,,,% de déploiement
Déployer une offre France Services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,75,Nouvelle-Aquitaine,270.0,2022-03-31,53.0,2020-01-31,217.0,409.0,106.0,155.0,2020-09-30,309.0,85.0,2022-12-31,labellisations
Déployer le Pass culture,Nombre d’utilisateurs du Pass culture,nb-utilisateurs-pass-culture,75,Nouvelle-Aquitaine,61119.0,2021-11-30,0.0,2019-01-31,61119.0,,3.0,2037200.0,2020-10-31,131340.0,47.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,75,Nouvelle-Aquitaine,600.0,2021-12-31,0.0,2020-09-30,600.0,,,,,4860.0,12.0,2022-12-31,bénéficiaires
Plan de soutien aux petites lignes ferroviaires,Nombre de kilomètres de lignes rénovées,nb-km-lignes-regenerees,75,Nouvelle-Aquitaine,180.0,2021-11-30,0.0,2017-01-31,180.0,,,,,232.0,78.0,2022-12-31,kilomètres
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,75,Nouvelle-Aquitaine,1735.0,2021-11-30,0.0,2020-09-30,1735.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,75,Nouvelle-Aquitaine,7600.0,2021-12-31,0.0,2019-12-31,7600.0,,5827.0,30.0,2021-03-31,,,,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,75,Nouvelle-Aquitaine,7600.0,2021-12-31,0.0,2019-12-31,7600.0,,5827.0,30.0,2021-03-31,,,,logements rénovés
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,75,Nouvelle-Aquitaine,128504.0,2021-12-31,79800.0,2017-12-31,48704.0,61.0,,,,125100.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,75,Nouvelle-Aquitaine,881.0,2021-10-31,0.0,2019-03-31,881.0,,449.0,96.0,2020-12-31,7002.0,13.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,75,Nouvelle-Aquitaine,9927.0,2021-09-30,0.0,2019-03-31,9927.0,,8409.0,18.0,2021-06-30,16043.0,62.0,2022-12-31,attestations
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,75,Nouvelle-Aquitaine,83.0,2021-12-31,36.0,2019-03-31,47.0,131.0,,,,90.0,87.0,2022-12-31,%
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,24,Centre-Val de Loire,423.0,2021-09-30,350.0,2017-09-30,73.0,21.0,406.0,4.0,2020-09-30,432.0,89.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,24,Centre-Val de Loire,16.0,2021-09-30,6.0,2017-09-30,10.0,167.0,12.0,33.0,2020-09-30,19.0,77.0,2022-09-30,classes
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,24,Centre-Val de Loire,5184.0,2021-12-31,4263.0,2017-12-31,921.0,22.0,4853.0,7.0,2020-12-31,7298.0,30.0,2021-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,24,Centre-Val de Loire,519.0,2021-11-30,0.0,2020-10-31,519.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,24,Centre-Val de Loire,3390.0,2021-12-31,0.0,2020-09-30,3390.0,,914.0,271.0,2021-04-30,3134.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,24,Centre-Val de Loire,806.0,2021-12-31,0.0,2020-09-30,806.0,,352.0,129.0,2021-04-30,1050.0,77.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,24,Centre-Val de Loire,20377.0,2021-09-30,13468.0,2017-12-31,6909.0,51.0,18877.0,8.0,2020-12-31,18116.0,100.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,24,Centre-Val de Loire,67890.0,2021-07-31,66015.0,2019-07-31,1875.0,3.0,61737.0,10.0,2020-07-31,,,,Recrutements de jeunes
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,24,Centre-Val de Loire,5581.0,2021-09-30,4967.0,2017-01-31,614.0,12.0,4662.0,20.0,2021-02-28,8370.0,18.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,24,Centre-Val de Loire,943945.0,2021-12-31,0.0,2017-12-31,943945.0,,,,,1176371.0,80.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,24,Centre-Val de Loire,2779.0,2021-09-30,1816.0,2017-12-31,963.0,53.0,2450.0,13.0,2020-09-30,2704.0,100.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,24,Centre-Val de Loire,52424.0,2021-12-31,0.0,2018-01-31,52424.0,,36437.0,44.0,2020-09-30,57009.0,92.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,24,Centre-Val de Loire,2138.0,2021-11-30,1493.0,2019-09-30,645.0,43.0,,,,3801.0,28.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,24,Centre-Val de Loire,730000.0,2021-06-30,120000.0,2017-06-30,610000.0,508.0,190000.0,284.0,2020-06-30,2560000.0,25.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,24,Centre-Val de Loire,4.3,2020-12-31,2.6,2017-12-31,2.0,65.0,3.6,19.0,2019-12-31,15.0,14.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,24,Centre-Val de Loire,2229.0,2020-12-31,1075.0,2017-12-31,1154.0,107.0,,,,2406.0,87.0,2022-12-31,agriculteurs
